        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 chandeg m_4_243            17869.65       11.22967      4.4938647E-06  1.0618333E-05   43.13228      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   175.6133      1.4478169E-06  1.4478169E-06  1.4478169E-06  1.4478169E-06  1.4478169E-06  0.0000000E+00 -0.2387500    
           2           1           2        2000 chandeg m_4_243            23712.08       9.105326      4.4868384E-06  1.0633344E-05   56.71099      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   208.5752      3.0067647E-06  3.0067647E-06  3.0067647E-06  3.0067647E-06  3.0067647E-06  0.0000000E+00 -0.7600002    
           3           1           3        2000 chandeg m_4_243            27927.53       7.171299      4.5029155E-06  1.0688713E-05   60.86093      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   213.8340      4.5276743E-06  4.5276743E-06  4.5276743E-06  4.5276743E-06  4.5276743E-06  0.0000000E+00 -0.4712501    
           4           1           4        2000 chandeg m_4_243            30411.42       5.524088      4.5192792E-06  1.0740140E-05   61.70837      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   211.3632      5.8992146E-06  5.8992146E-06  5.8992146E-06  5.8992146E-06  5.8992146E-06  0.0000000E+00  -3.842501    
           5           1           5        2000 chandeg m_4_243            31503.80       4.179344      4.5352517E-06  1.0788245E-05   61.37598      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   204.5687      7.0705137E-06  7.0705137E-06  7.0705137E-06  7.0705137E-06  7.0705137E-06  0.0000000E+00  -6.647501    
           6           1           6        2000 chandeg m_4_243            31809.38       3.115807      4.5504735E-06  1.0834287E-05   60.71098      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   198.8381      8.0310710E-06  8.0310710E-06  8.0310710E-06  8.0310710E-06  8.0310710E-06  0.0000000E+00  -2.522500    
           7           1           7        2000 chandeg m_4_243            31537.25       2.295004      4.5654092E-06  1.0878724E-05   59.93673      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   192.2990      8.7959097E-06  8.7959097E-06  8.7959097E-06  8.7959097E-06  8.7959097E-06  0.0000000E+00  -8.372499    
           8           1           8        2000 chandeg m_4_243            31072.45       1.673050      4.5797597E-06  1.0922218E-05   59.19624      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   187.8020      9.3624540E-06  9.3624540E-06  9.3624540E-06  9.3624540E-06  9.3624540E-06  0.0000000E+00  -4.333750    
           9           1           9        2000 chandeg m_4_243            30526.11       1.209043      4.5937759E-06  1.0964944E-05   58.50229      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   180.1525      9.7981883E-06  9.7981883E-06  9.7981883E-06  9.7981883E-06  9.7981883E-06  0.0000000E+00   1.906250    
          10           1          10        2000 chandeg m_4_243            29961.88      0.8670638      4.6074874E-06  1.1006895E-05   57.83994      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   175.2883      1.0126009E-05  1.0126009E-05  1.0126009E-05  1.0126009E-05  1.0126009E-05  0.0000000E+00   2.622500    
          11           1          11        2000 chandeg m_4_243            29428.78      0.6176011      4.6209143E-06  1.1048113E-05   57.20474      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   177.7701      1.0365694E-05  1.0365694E-05  1.0365694E-05  1.0365694E-05  1.0365694E-05  0.0000000E+00  -2.500000    
          12           1          12        2000 chandeg m_4_243            28945.77      0.4371880      4.6340692E-06  1.1088606E-05   56.59063      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   175.1958      1.0514565E-05  1.0514565E-05  1.0514565E-05  1.0514565E-05  1.0514565E-05  0.0000000E+00  -9.917500    
          13           1          13        2000 chandeg m_4_243            28523.23      0.3072837      4.6469822E-06  1.1128448E-05   55.99967      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   172.9460      1.0262672E-05  1.0262672E-05  1.0262672E-05  1.0262672E-05  1.0262672E-05  0.0000000E+00  -8.316251    
          14           1          14        2000 chandeg m_4_243            28133.31      0.2145849      4.6596660E-06  1.1167575E-05   55.42110      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   170.8282      9.8212395E-06  9.8212395E-06  9.8212395E-06  9.8212395E-06  9.8212395E-06  0.0000000E+00  -7.157499    
          15           1          15        2000 chandeg m_4_243            27766.53      0.1489936      4.6721325E-06  1.1206002E-05   54.85321      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   168.7922      9.3475046E-06  9.3475046E-06  9.3475046E-06  9.3475046E-06  9.3475046E-06  0.0000000E+00  -2.038750    
