        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010401   35644.31      0.3678185      6.3827059E-09  1.9148114E-08   81.37325      1.0974603E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   62.08053      5.6762961E-08  5.6762961E-08  5.6762961E-08  5.6762961E-08  5.6762961E-08  0.0000000E+00  -1.018750    
           2           1           2        2000 outlet  out_070101010401   62769.08      5.2264139E-02  1.0608523E-08  3.1825568E-08   122.9759      1.9636177E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   93.93978      6.9615716E-08  6.9615716E-08  6.9615716E-08  6.9615716E-08  6.9615716E-08  0.0000000E+00  -1.333750    
           3           1           3        2000 outlet  out_070101010401   76522.44      3.2035809E-03  1.5105378E-08  4.5316128E-08   146.0554      3.0288845E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   111.5910      6.9590087E-08  6.9590087E-08  6.9590087E-08  6.9590087E-08  6.9590087E-08  0.0000000E+00 -0.7187500    
           4           1           4        2000 outlet  out_070101010401   78821.10      0.0000000E+00  1.9540703E-08  5.8622099E-08   158.4219      4.1393626E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   121.0800      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -4.405000    
           5           1           5        2000 outlet  out_070101010401   81557.05      0.0000000E+00  2.3753596E-08  7.1260772E-08   163.9078      5.2098649E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   125.3047      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -7.067500    
           6           1           6        2000 outlet  out_070101010401   82263.51      0.0000000E+00  2.7713577E-08  8.3140712E-08   165.3044      6.2124464E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   126.3956      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -3.475000    
           7           1           7        2000 outlet  out_070101010401   81930.48      0.0000000E+00  3.1500416E-08  9.4501218E-08   164.6360      7.1538949E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   125.8813      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -9.002501    
           8           1           8        2000 outlet  out_070101010401   81204.52      0.0000000E+00  3.5207254E-08  1.0562174E-07   163.1747      8.0563979E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   124.7603      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -3.973750    
           9           1           9        2000 outlet  out_070101010401   80374.44      0.0000000E+00  3.8902915E-08  1.1670873E-07   161.5078      8.9361272E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   121.7603      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00   2.191250    
          10           1          10        2000 outlet  out_070101010401   79535.63      0.0000000E+00  4.2617263E-08  1.2785179E-07   159.8244      9.8000861E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   119.9079      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00   2.971250    
          11           1          11        2000 outlet  out_070101010401   78707.15      0.0000000E+00  4.6357997E-08  1.3907396E-07   158.1618      1.0650110E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   120.9041      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -3.028749    
          12           1          12        2000 outlet  out_070101010401   77889.33      0.0000000E+00  5.0125781E-08  1.5037730E-07   156.5206      1.1486342E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   119.6413      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -10.45000    
          13           1          13        2000 outlet  out_070101010401   77081.24      0.0000000E+00  5.3920758E-08  1.6176224E-07   154.8993      1.2308799E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   118.3935      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -8.361249    
          14           1          14        2000 outlet  out_070101010401   76279.99      0.0000000E+00  5.7742469E-08  1.7322735E-07   153.2920      1.3117017E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   117.1563      6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  6.5322922E-08  0.0000000E+00  -7.495000    
