        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010909   330828.6       195.3411      0.6846215      2.4844176E-04   2737.579      9.1857441E-02  2.4862785E-04  0.5894241       3.379337      0.0000000E+00   4623.399      2.6638634E-06  2.6638634E-06  2.6638634E-06  2.6638634E-06  2.6638634E-06  0.0000000E+00 -0.5200000    
           2           1           2        2000 outlet  out_070101010909   500138.1       95.97588      1.6503794E-03  2.4528449E-04   5418.296      0.6671278      2.3328686E-02  2.6913015E-03  1.7343838E-02  0.0000000E+00   9017.619      5.0747999E-06  5.0747999E-06  5.0747999E-06  5.0747999E-06  5.0747999E-06  0.0000000E+00  0.5149999    
           3           1           3        2000 outlet  out_070101010909   988081.2       35.38549      5.2015437E-04  1.8606067E-04   8220.018       1.607000      0.5932093      5.0737942E-03  3.7022427E-02  0.0000000E+00   17774.58      7.6300939E-06  7.6300939E-06  7.6300939E-06  7.6300939E-06  7.6300939E-06  0.0000000E+00 -0.8087502    
           4           1           4        2000 outlet  out_070101010909   1735589.       10.62885      5.7241600E-04  2.0449182E-04   10312.41       2.206276       3.053801      6.4590704E-03  4.7580220E-02  0.0000000E+00   31068.48      1.0033320E-05  1.0033320E-05  1.0033320E-05  1.0033320E-05  1.0033320E-05  0.0000000E+00  -2.222500    
           5           1           5        2000 outlet  out_070101010909   3796354.       2.734113      1.1493594E-03  4.0348512E-04   12614.11       3.153875       10.14663      8.8578202E-03  6.5573625E-02  0.0000000E+00   62071.51      1.4348331E-05  1.4348331E-05  1.4348331E-05  1.4348331E-05  1.4348331E-05  0.0000000E+00  -7.026250    
           6           1           6        2000 outlet  out_070101010909   8479336.       1.243281      8.7320954E-03  3.0574428E-03   14365.69       3.769745       16.01639      1.0713474E-02  7.6921225E-02  0.0000000E+00   105144.5      2.1247533E-05  2.1247533E-05  2.1247533E-05  2.1247533E-05  2.1247533E-05  0.0000000E+00  -1.322500    
           7           1           7        2000 outlet  out_070101010909   6329252.      0.2814349      1.1549419E-03  4.0543295E-04   16274.07       4.603888       19.69863      1.2569818E-02  9.3674712E-02  0.0000000E+00   75803.05      1.3779936E-05  1.3779936E-05  1.3779936E-05  1.3779936E-05  1.3779936E-05  0.0000000E+00  -7.618751    
           8           1           8        2000 outlet  out_070101010909   8017628.      0.6172875      8.7530743E-03  3.0647861E-03   17875.99       5.242338       28.03331      1.4723704E-02  0.1071792      0.0000000E+00   103090.1      1.4203815E-05  1.4203815E-05  1.4203815E-05  1.4203815E-05  1.4203815E-05  0.0000000E+00  -6.351250    
           9           1           9        2000 outlet  out_070101010909   6925326.      9.3501717E-02  1.1651261E-03  4.0899508E-04   19141.28       5.640313       31.69948      1.5061001E-02  0.1123297      0.0000000E+00   96595.74      1.1591551E-05  1.1591551E-05  1.1591551E-05  1.1591551E-05  1.1591551E-05  0.0000000E+00  0.4662499    
          10           1          10        2000 outlet  out_070101010909   7122937.      9.3888007E-03  1.1674621E-03  4.0982381E-04   20159.74       5.847094       31.39070      1.3894264E-02  0.1026709      0.0000000E+00   88873.93      1.1744803E-05  1.1744803E-05  1.1744803E-05  1.1744803E-05  1.1744803E-05  0.0000000E+00   2.348750    
