        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010905   220865.0       47.79135      0.4278872      2.8994921E-06   2131.639      9.1785744E-02  1.6794914E-03   1.570502       6.192012      0.0000000E+00   4947.298      1.7886620E-06  1.7886620E-06  1.7886620E-06  1.7886620E-06  1.7886620E-06  0.0000000E+00 -0.4600000    
           2           1           2        2000 outlet  out_070101010905   493994.8       20.34159      6.2227942E-04  1.0991690E-06   4403.375      0.6670548      7.0316993E-02  7.9796938E-03  3.2720245E-02  0.0000000E+00   10361.05      3.3550314E-06  3.3550314E-06  3.3550314E-06  3.3550314E-06  3.3550314E-06  0.0000000E+00  0.2600002    
           3           1           3        2000 outlet  out_070101010905   1056327.      0.0000000E+00  2.3443501E-04  4.8539827E-05   6892.118       1.606923      0.7417911      1.6352950E-02  6.9908366E-02  0.0000000E+00   19328.89      4.8215361E-06  4.8215361E-06  4.8215361E-06  4.8215361E-06  4.8215361E-06  0.0000000E+00 -0.8237500    
           4           1           4        2000 outlet  out_070101010905   2123792.      0.0000000E+00  2.5556004E-04  4.7151661E-05   8679.712       2.206199       2.071088      2.0928720E-02  8.9971200E-02  0.0000000E+00   31849.04      6.4789951E-06  6.4789951E-06  6.4789951E-06  6.4789951E-06  6.4789951E-06  0.0000000E+00  -2.421250    
           5           1           5        2000 outlet  out_070101010905   4311118.      0.0000000E+00  2.2100314E-04  4.6767982E-05   10845.06       3.153500       4.422698      2.8715365E-02  0.1241691      0.0000000E+00   50112.71      8.9853211E-06  8.9853211E-06  8.9853211E-06  8.9853211E-06  8.9853211E-06  0.0000000E+00  -6.966249    
           6           1           6        2000 outlet  out_070101010905   6446318.      0.0000000E+00  2.3580428E-04  4.7769307E-05   12501.93       3.768289       5.987344      3.3667881E-02  0.1456954      0.0000000E+00   65303.36      9.7664415E-06  9.7664415E-06  9.7664415E-06  9.7664415E-06  9.7664415E-06  0.0000000E+00  -1.356250    
           7           1           7        2000 outlet  out_070101010905   6024311.      0.0000000E+00  2.6479355E-04  4.8085854E-05   14381.50       4.603511       8.391145      4.0995158E-02  0.1774609      0.0000000E+00   76334.12      6.9558141E-06  6.9558141E-06  6.9558141E-06  6.9558141E-06  6.9558141E-06  0.0000000E+00  -7.682500    
           8           1           8        2000 outlet  out_070101010905   6065732.      0.0000000E+00  2.5176062E-04  4.7632555E-05   15967.61       5.240890       10.58966      4.6938509E-02  0.2030274      0.0000000E+00   72720.90      7.0236720E-06  7.0236720E-06  7.0236720E-06  7.0236720E-06  7.0236720E-06  0.0000000E+00  -6.126250    
           9           1           9        2000 outlet  out_070101010905   7950778.      0.0000000E+00  2.8178110E-04  4.8882088E-05   17237.55       5.639934       12.61920      4.9707498E-02  0.2153769      0.0000000E+00   88489.91      8.1613380E-06  8.1613380E-06  8.1613380E-06  8.1613380E-06  8.1613380E-06  0.0000000E+00  0.6349998    
          10           1          10        2000 outlet  out_070101010905   5725932.      0.0000000E+00  2.7283773E-04  4.7670299E-05   18263.02       5.846711       12.94967      4.8166152E-02  0.2099780      0.0000000E+00   78822.80      5.7746115E-06  5.7746115E-06  5.7746115E-06  5.7746115E-06  5.7746115E-06  0.0000000E+00   2.416250    
          11           1          11        2000 outlet  out_070101010905   9930565.      1.4213510E-06  3.3112848E-04  5.2533062E-05   19130.78       5.916440       16.13461      5.5827465E-02  0.2404781      0.0000000E+00   101896.0      9.0560052E-06  9.0560052E-06  9.0560052E-06  9.0560052E-06  9.0560052E-06  0.0000000E+00  -1.442500    
          12           1          12        2000 outlet  out_070101010905   5811758.      0.0000000E+00  2.9660718E-04  4.8023070E-05   19890.46       5.900581       16.71194      5.6191828E-02  0.2415226      0.0000000E+00   90833.85      5.2782621E-06  5.2782621E-06  5.2782621E-06  5.2782621E-06  5.2782621E-06  0.0000000E+00  -9.118751    
          13           1          13        2000 outlet  out_070101010905  1.0570508E+07  1.4411387E-07  3.6839992E-04  5.5112760E-05   20535.16       5.836516       17.46040      5.6071755E-02  0.2404927      0.0000000E+00   107209.6      8.9516971E-06  8.9516971E-06  8.9516971E-06  8.9516971E-06  8.9516971E-06  0.0000000E+00  -8.143749    
          14           1          14        2000 outlet  out_070101010905   6636663.      0.0000000E+00  3.2309568E-04  4.8689351E-05   21102.09       5.749553       17.68694      5.5655669E-02  0.2383071      0.0000000E+00   101262.7      5.5163414E-06  5.5163414E-06  5.5163414E-06  5.5163414E-06  5.5163414E-06  0.0000000E+00  -6.096251    
          15           1          15        2000 outlet  out_070101010905  1.0309417E+07  6.5971406E-09  3.7243997E-04  5.3908196E-05   21605.62       5.655429       18.01877      5.5101775E-02  0.2355764      0.0000000E+00   110615.4      8.2357938E-06  8.2357938E-06  8.2357938E-06  8.2357938E-06  8.2357938E-06  0.0000000E+00  -2.545000    
          16           1          16        2000 outlet  out_070101010905   8178588.      0.0000000E+00  3.5247041E-04  4.9537161E-05   22050.71       5.563304       18.13391      5.4486942E-02  0.2326719      0.0000000E+00   112012.8      6.3272082E-06  6.3272082E-06  6.3272082E-06  6.3272082E-06  6.3272082E-06  0.0000000E+00  -3.388750    
          17           1          17        2000 outlet  out_070101010905  1.0559743E+07  5.2719651E-10  2.5543556E-04  2.6286162E-07   22462.99       5.477950       18.21926      5.3854544E-02  0.2298144      0.0000000E+00   117168.0      7.9508491E-06  7.9508491E-06  7.9508491E-06  7.9508491E-06  7.9508491E-06  0.0000000E+00  -6.703750    
          18           1          18        2000 outlet  out_070101010905   9285569.      3.6370906E-13  2.3792009E-04  2.4562564E-07   22848.36       5.401774       18.19906      5.3264786E-02  0.2271264      0.0000000E+00   118378.4      6.8347458E-06  6.8347458E-06  6.8347458E-06  6.8347458E-06  6.8347458E-06  0.0000000E+00  -1.731250    
          19           1          19        2000 outlet  out_070101010905  1.0860501E+07  6.0050159E-11  2.8588565E-04  2.9387064E-07   23213.47       5.335090       18.16863      5.2718472E-02  0.2246542      0.0000000E+00   122256.2      7.8296325E-06  7.8296325E-06  7.8296325E-06  7.8296325E-06  7.8296325E-06  0.0000000E+00  -5.008749    
          20           1          20        2000 outlet  out_070101010905  1.0109018E+07  1.0915172E-11  2.7905422E-04  2.8856982E-07   23557.88       5.277755       18.07355      5.2216578E-02  0.2224189      0.0000000E+00   123587.8      7.1593104E-06  7.1593104E-06  7.1593104E-06  7.1593104E-06  7.1593104E-06  0.0000000E+00  -9.808750    
          21           1          21        2000 outlet  out_070101010905  1.1187924E+07  1.0935718E-11  3.1390824E-04  3.2545481E-07   23883.04       5.229204       39.52224      5.1766735E-02  0.2204251      0.0000000E+00   126717.4      7.7865634E-06  7.7865634E-06  7.7865634E-06  7.7865634E-06  7.7865634E-06  0.0000000E+00  -11.79625    
          22           1          22        2000 outlet  out_070101010905  1.0923060E+07  5.3376847E-12  3.2154639E-04  3.3513163E-07   24182.46       5.188351       39.89823      5.1362161E-02  0.2186486      0.0000000E+00   128940.1      7.4742288E-06  7.4742288E-06  7.4742288E-06  7.4742288E-06  7.4742288E-06  0.0000000E+00  -11.70250    
          23           1          23        2000 outlet  out_070101010905  1.1450471E+07  5.1150265E-12  3.4091150E-04  3.5829331E-07   24468.44       5.154112       40.22892      5.0996505E-02  0.2170616      0.0000000E+00   131066.5      7.7237855E-06  7.7237855E-06  7.7237855E-06  7.7237855E-06  7.7237855E-06  0.0000000E+00  -6.283751    
          24           1          24        2000 outlet  out_070101010905  1.1684865E+07  4.9059454E-12  3.5354382E-04  3.7522318E-07   24734.01       5.125923       40.55997      5.0669536E-02  0.2156568      0.0000000E+00   132756.0      7.7842778E-06  7.7842778E-06  7.7842778E-06  7.7842778E-06  7.7842778E-06  0.0000000E+00  -9.010000    
          25           1          25        2000 outlet  out_070101010905  1.1903547E+07  5.0097253E-12  3.6430961E-04  3.9076392E-07   24979.01       5.102295       40.79963      5.0370175E-02  0.2143834      0.0000000E+00   134217.9      7.8459152E-06  7.8459152E-06  7.8459152E-06  7.8459152E-06  7.8459152E-06  0.0000000E+00  -4.423750    
          26           1          26        2000 outlet  out_070101010905  1.2071578E+07  5.1668496E-12  3.7349557E-04  4.0513549E-07   25202.70       5.082902       40.98743      5.0098307E-02  0.2132385      0.0000000E+00   135533.7      7.8819894E-06  7.8819894E-06  7.8819894E-06  7.8819894E-06  7.8819894E-06  0.0000000E+00  -8.481251    
          27           1          27        2000 outlet  out_070101010905  1.2212314E+07  5.3345349E-12  3.8153864E-04  4.1870169E-07   25406.48       5.067168       41.10791      4.9850930E-02  0.2122060      0.0000000E+00   136697.2      7.9048878E-06  7.9048878E-06  7.9048878E-06  7.9048878E-06  7.9048878E-06  0.0000000E+00  -7.397501    
          28           1          28        2000 outlet  out_070101010905  1.2329702E+07  5.4869737E-12  3.8812551E-04  4.3089284E-07   25591.05       5.054525       41.18114      4.9624216E-02  0.2112695      0.0000000E+00   137619.0      7.9185538E-06  7.9185538E-06  7.9185538E-06  7.9185538E-06  7.9185538E-06  0.0000000E+00  -5.395000    
          29           1          29        2000 outlet  out_070101010905  1.2423530E+07  5.6123821E-12  3.9194073E-04  4.4145983E-07   25756.38       5.044480       41.19325      4.9414337E-02  0.2104133      0.0000000E+00   138262.1      7.9217843E-06  7.9217843E-06  7.9217843E-06  7.9217843E-06  7.9217843E-06  0.0000000E+00  -4.528749    
          30           1          30        2000 outlet  out_070101010905  1.2505310E+07  5.7227296E-12  3.9195284E-04  4.5178990E-07   25902.32       5.036622       41.20017      4.9218044E-02  0.2096250      0.0000000E+00   138918.4      7.9206557E-06  7.9206557E-06  7.9206557E-06  7.9206557E-06  7.9206557E-06  0.0000000E+00  -4.615000    
          31           1          31        2000 outlet  out_070101010905  1.2587152E+07  5.8330146E-12  3.9230447E-04  4.6287303E-07   26029.81       5.030620       41.21227      4.9034692E-02  0.2088945      0.0000000E+00   139686.4      7.9226811E-06  7.9226811E-06  7.9226811E-06  7.9226811E-06  7.9226811E-06  0.0000000E+00  -3.219999    
          32           2           1        2000 outlet  out_070101010905  1.2669611E+07  5.9432702E-12  3.9256891E-04  4.7410913E-07   26138.79       5.026177       41.20776      4.8861843E-02  0.2082120      0.0000000E+00   140444.6      7.9295351E-06  7.9295351E-06  7.9295351E-06  7.9295351E-06  7.9295351E-06  0.0000000E+00 -4.7499657E-02
          33           2           2        2000 outlet  out_070101010905  1.2743578E+07  6.0411953E-12  3.9194044E-04  4.8427546E-07   26230.05       5.023056       41.16380      4.8697855E-02  0.2075699      0.0000000E+00   141016.6      7.9374850E-06  7.9374850E-06  7.9374850E-06  7.9374850E-06  7.9374850E-06  0.0000000E+00 -0.1075001    
          34           2           3        2000 outlet  out_070101010905  1.2802102E+07  6.1179946E-12  3.9381001E-04  7.0467451E-07   26301.78       5.021039       36.98928      4.2061660E-02  0.1816679      0.0000000E+00   134114.0      7.9429501E-06  7.9429501E-06  7.9429501E-06  7.9429501E-06  7.9429501E-06  0.0000000E+00   2.971250    
          35           2           4        2000 outlet  out_070101010905  1.2844930E+07  6.1738063E-12  3.9612583E-04  9.9944714E-07   26355.73       5.019959       39.17896      4.6094518E-02  0.2056377      0.0000000E+00   138108.2      7.9485844E-06  7.9485844E-06  7.9485844E-06  7.9485844E-06  7.9485844E-06  0.0000000E+00   1.475000    
          36           2           5        2000 outlet  out_070101010905  1.2878853E+07  6.2177815E-12  3.9860330E-04  1.3323795E-06   26397.16       5.019674       39.24099      5.0709508E-02  0.2161917      0.0000000E+00   138650.7      7.9571591E-06  7.9571591E-06  7.9571591E-06  7.9571591E-06  7.9571591E-06  0.0000000E+00   1.336250    
          37           2           6        2000 outlet  out_070101010905  1.2908877E+07  6.2565283E-12  4.0124383E-04  1.6843280E-06   26423.35       5.020068       40.74632      5.5271544E-02  0.2338974      0.0000000E+00   141965.4      7.9645934E-06  7.9645934E-06  7.9645934E-06  7.9645934E-06  7.9645934E-06  0.0000000E+00  -1.735000    
          38           2           7        2000 outlet  out_070101010905  1.2933670E+07  6.2884021E-12  4.0374396E-04  2.0441423E-06   26435.50       5.021046       40.60610      5.6885388E-02  0.2399811      0.0000000E+00   142076.0      7.9695983E-06  7.9695983E-06  7.9695983E-06  7.9695983E-06  7.9695983E-06  0.0000000E+00 -0.6512499    
          39           2           8        2000 outlet  out_070101010905  1.2949823E+07  6.3091112E-12  4.0571461E-04  2.4039834E-06   26432.26       5.022518       40.44355      5.8509674E-02  0.2461070      0.0000000E+00   142067.7      7.9722804E-06  7.9722804E-06  7.9722804E-06  7.9722804E-06  7.9722804E-06  0.0000000E+00  -2.042500    
          40           2           9        2000 outlet  out_070101010905  1.2956528E+07  6.3176964E-12  4.4928104E-04  1.1890302E-05   26417.60       5.024210       36.91300      5.5778123E-02  0.2339483      1.5010155E-08   136013.2      7.9735055E-06  4.1193365E-05  7.9735055E-06  7.9735055E-06  7.9735055E-06  0.0000000E+00   2.397500    
          41           2          10        2000 outlet  out_070101010905  1.2955210E+07  6.3160085E-12  4.2818167E-04  5.8291134E-06   26388.08       5.026500       40.07431      6.5950334E-02  0.2742812      4.7378090E-13   141793.0      7.9746042E-06  5.7297984E-05  7.9746042E-06  7.9746042E-06  7.9746042E-06  0.0000000E+00 -0.1824999    
          42           2          11        2000 outlet  out_070101010905  1.2948203E+07  6.3070430E-12  4.3182514E-04  5.5048777E-06   26342.66       5.028712       39.90537      6.9652490E-02  0.2882888      1.4791859E-11   141582.4      7.9763886E-06  5.2722429E-05  7.9763886E-06  7.9763886E-06  7.9763886E-06  0.0000000E+00  -6.647501    
          43           2          12        2000 outlet  out_070101010905  1.2934105E+07  6.2889607E-12  4.3884281E-04  6.0875195E-06   26288.18       5.031242       39.65207      7.3447958E-02  0.3025240      4.6099377E-10   141292.5      7.9783104E-06  4.0213599E-05  7.9783104E-06  7.9783104E-06  7.9783104E-06  0.0000000E+00  -7.615000    
          44           2          13        2000 outlet  out_070101010905  1.2912493E+07  6.2611895E-12  4.4589222E-04  6.7924366E-06   26218.72       5.034179       39.42299      7.7224165E-02  0.3166648      0.0000000E+00   140922.8      7.9788297E-06  2.8320923E-05  7.9788297E-06  7.9788297E-06  7.9788297E-06  0.0000000E+00  -5.762501    
