        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 chandeg t_1_18             1241.616       1.241611      6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00 -0.7975001    
           2           1           2        2000 chandeg t_1_18             304.9441      0.3080395      6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  4.8866514E-06  4.8866514E-06  4.8866514E-06  4.8866514E-06  4.8866514E-06  0.0000000E+00  -1.093750    
           3           1           3        2000 chandeg t_1_18             72.61439      7.5758964E-02  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  5.1171019E-06  5.1171019E-06  5.1171019E-06  5.1171019E-06  5.1171019E-06  0.0000000E+00 -0.3812504    
           4           1           4        2000 chandeg t_1_18             32.76092      1.7938903E-02  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115216E-06  4.9690254E-07  0.0000000E+00  5.3703833E-02  5.1269567E-06  5.1269567E-06  5.1269567E-06  5.1269567E-06  5.1269567E-06  0.0000000E+00  -4.150000    
           5           1           5        2000 chandeg t_1_18             20.99062      3.9856541E-03  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115216E-06  4.9690254E-07  0.0000000E+00  4.7663562E-02  5.0543858E-06  5.0543858E-06  5.0543858E-06  5.0543858E-06  5.0543858E-06  0.0000000E+00  -7.000000    
           6           1           6        2000 chandeg t_1_18             16.69125      8.2604022E-04  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115214E-06  4.9690243E-07  0.0000000E+00  3.8938724E-02  4.9628165E-06  4.9628165E-06  4.9628165E-06  4.9628165E-06  4.9628165E-06  0.0000000E+00  -2.875000    
           7           1           7        2000 chandeg t_1_18            0.4590698      1.6236262E-04  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  4.8907277E-06  4.8907277E-06  4.8907277E-06  4.8907277E-06  4.8907277E-06  0.0000000E+00  -8.773750    
           8           1           8        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -4.161250    
           9           1           9        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.4551267E-06  5.9897576E-07  0.0000000E+00  1.2000857E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00   2.131250    
          10           1          10        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.5871408E-06  6.3031518E-07  0.0000000E+00  1.1858218E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00   2.686250    
          11           1          11        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -2.860000    
          12           1          12        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -10.52125    
          13           1          13        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -8.545000    
          14           1          14        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -7.344999    
          15           1          15        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -2.053750    
          16           1          16        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -5.889999    
          17           1          17        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -6.917500    
          18           1          18        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -2.203750    
          19           1          19        2000 chandeg t_1_18             6.733762      3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115214E-06  4.9690243E-07  0.0000000E+00  2.0146756E-02  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -4.971251    
          20           1          20        2000 chandeg t_1_18            4.6784370E-03  4.3823341E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  4.3823329E-06  4.3823329E-06  4.3823329E-06  4.3823329E-06  4.3823329E-06  0.0000000E+00  -10.07875    
          21           1          21        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -12.43750    
          22           1          22        2000 chandeg t_1_18             4.939339      3.9152832E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115214E-06  4.9690254E-07  0.0000000E+00  1.4777622E-02  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -11.05375    
          23           1          23        2000 chandeg t_1_18             45.08746      4.1981201E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690249E-07  0.0000000E+00  0.1342408      4.1981193E-06  4.1981193E-06  4.1981193E-06  4.1981193E-06  4.1981193E-06  0.0000000E+00  -6.426250    
          24           1          24        2000 chandeg t_1_18             9.075475      4.8785709E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  4.8785696E-06  4.8785696E-06  4.8785696E-06  4.8785696E-06  4.8785696E-06  0.0000000E+00  -8.605000    
          25           1          25        2000 chandeg t_1_18             1.255977      4.6602708E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  4.6602700E-06  4.6602700E-06  4.6602700E-06  4.6602700E-06  4.6602700E-06  0.0000000E+00  -4.393749    
          26           1          26        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -8.635000    
          27           1          27        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -7.015000    
          28           1          28        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -3.606251    
          29           1          29        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -2.080000    
          30           1          30        2000 chandeg t_1_18            4.6784370E-03  3.9152837E-09  6.6588120E-07  1.9976439E-06  5.7970715E-07  4.9353309E-07  0.0000000E+00  3.0115211E-06  4.9690254E-07  0.0000000E+00  1.2507669E-05  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  3.9152828E-06  0.0000000E+00  -3.557500    
