        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 chandeg m_6_861            127411.2       19.76194       2.032691      3.9765811E-07   719.8379      9.1786161E-02  1.2162780E-02   4.662934       9.368602      0.0000000E+00   2211.623      2.4333383E-07  2.4333383E-07  2.4333383E-07  2.4333383E-07  2.4333383E-07  0.0000000E+00 -0.4937496    
           2           1           2        2000 chandeg m_6_861            278875.0       7.447500      3.1111198E-05  1.8952754E-07   1738.036      0.6670544      0.1770967      2.3437593E-02  5.0178513E-02  0.0000000E+00   5074.971      5.4012690E-07  5.4012690E-07  5.4012690E-07  5.4012690E-07  5.4012690E-07  0.0000000E+00  3.8750172E-02
           3           1           3        2000 chandeg m_6_861            591102.1       2.805320      8.8597726E-06  1.1079104E-07   3053.635       1.606827      0.7591451      5.0923094E-02  0.1082417      0.0000000E+00   9443.107      8.8728007E-07  8.8728007E-07  8.8728007E-07  8.8728007E-07  8.8728007E-07  0.0000000E+00 -0.9137502    
           4           1           4        2000 chandeg m_6_861            1046045.       1.044009      9.9122080E-06  1.4022623E-07   3742.985       2.206091       1.219696      6.5989248E-02  0.1394883      0.0000000E+00   13287.78      1.2892233E-06  1.2892233E-06  1.2892233E-06  1.2892233E-06  1.2892233E-06  0.0000000E+00  -2.803750    
           5           1           5        2000 chandeg m_6_861            1581734.      0.3672702      1.6497876E-05  3.0685098E-07   4878.209       3.153388       2.017670      9.1652863E-02  0.1927501      0.0000000E+00   17276.50      1.6210756E-06  1.6210756E-06  1.6210756E-06  1.6210756E-06  1.6210756E-06  0.0000000E+00  -6.947500    
           6           1           6        2000 chandeg m_6_861            1973476.      0.1141011      1.9714485E-05  5.5641664E-07   5569.545       3.768176       2.521199      0.1079770      0.2261052      0.0000000E+00   19585.04      1.7280246E-06  1.7280246E-06  1.7280246E-06  1.7280246E-06  1.7280246E-06  0.0000000E+00  -1.506250    
           7           1           7        2000 chandeg m_6_861            2236534.      2.7691649E-02  2.5693545E-05  1.3207590E-06   6534.985       4.603395       3.393344      0.1321060      0.2752729      0.0000000E+00   22262.14      1.6528330E-06  1.6528330E-06  1.6528330E-06  1.6528330E-06  1.6528330E-06  0.0000000E+00  -7.821249    
           8           1           8        2000 chandeg m_6_861            2493457.      5.1622628E-03  3.0853578E-05  2.6528128E-06   7249.542       5.240767       4.238714      0.1517329      0.3146415      0.0000000E+00   25260.85      1.5731263E-06  1.5731263E-06  1.5731263E-06  1.5731263E-06  1.5731263E-06  0.0000000E+00  -5.942500    
           9           1           9        2000 chandeg m_6_861            2810313.      7.6292793E-04  3.4555767E-05  4.3888294E-06   7670.041       5.639805       4.917916      0.1632985      0.3394251      0.0000000E+00   27889.84      1.5605976E-06  1.5605976E-06  1.5605976E-06  1.5605976E-06  1.5605976E-06  0.0000000E+00  0.7325001    
          10           1          10        2000 chandeg m_6_861            3106339.      8.2239327E-05  3.7049867E-05  6.2663630E-06   7856.862       5.846569       5.267833      0.1661519      0.3506646      0.0000000E+00   29175.62      1.5686567E-06  1.5686567E-06  1.5686567E-06  1.5686567E-06  1.5686567E-06  0.0000000E+00   2.525000    
          11           1          11        2000 chandeg m_6_861            3163008.      4.0440209E-06  3.8749076E-05  8.0687878E-06   7877.124       5.916286       6.066884      0.1810284      0.3717417      0.0000000E+00   31652.11      1.5039225E-06  1.5039225E-06  1.5039225E-06  1.5039225E-06  1.5039225E-06  0.0000000E+00  -1.547500    
          12           1          12        2000 chandeg m_6_861            3061513.      5.3939246E-08  3.9799655E-05  9.6396125E-06   7794.376       5.900400       6.358499      0.1822615      0.3729148      0.0000000E+00   32037.19      1.4057615E-06  1.4057615E-06  1.4057615E-06  1.4057615E-06  1.4057615E-06  0.0000000E+00  -9.351250    
          13           1          13        2000 chandeg m_6_861            3152054.      9.4588648E-10  4.0729454E-05  1.1016818E-05   7653.913       5.836307       6.546297      0.1818554      0.3709362      0.0000000E+00   32589.55      1.4109069E-06  1.4109069E-06  1.4109069E-06  1.4109069E-06  1.4109069E-06  0.0000000E+00  -8.316250    
          14           1          14        2000 chandeg m_6_861            3148400.      9.5782869E-12  4.1329698E-05  1.2128480E-05   7486.325       5.749300       6.670262      0.1805082      0.3672428      0.0000000E+00   33009.79      1.3866755E-06  1.3866755E-06  1.3866755E-06  1.3866755E-06  1.3866755E-06  0.0000000E+00  -6.250000    
          15           1          15        2000 chandeg m_6_861            3198547.      1.5937410E-13  4.1560888E-05  1.2961178E-05   7310.616       5.655124       6.744070      0.1786844      0.3627672      0.0000000E+00   33277.48      1.3960926E-06  1.3960926E-06  1.3960926E-06  1.3960926E-06  1.3960926E-06  0.0000000E+00  -2.455000    
