        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010103   8576.027       6.443050      4.9764208E-06  1.2229978E-05  2.5101735E-06  6.6282595E-08  0.0000000E+00  2.3425913E-05  1.4710126E-06  0.0000000E+00   119.6153      2.4095584E-06  2.4095584E-06  2.4095584E-06  2.4095584E-06  2.4095584E-06  0.0000000E+00 -0.8612500    
           2           1           2        2000 outlet  out_070101010103   10050.09       5.968713      4.9860346E-06  1.2227159E-05  2.4996209E-06  6.6282595E-08  0.0000000E+00  2.4015459E-05  2.4491876E-05  0.0000000E+00   97.69163      6.2465119E-06  6.2465119E-06  6.2465119E-06  6.2465119E-06  6.2465119E-06  0.0000000E+00 -0.9924999    
           3           1           3        2000 outlet  out_070101010103   10372.38       4.953443      4.9947171E-06  1.2227160E-05  2.4909380E-06  6.6282595E-08  0.0000000E+00  2.4016597E-05  2.4750418E-05  0.0000000E+00   79.66374      1.1094648E-05  1.1094648E-05  1.1094648E-05  1.1094648E-05  1.1094648E-05  0.0000000E+00 -0.3437500    
           4           1           4        2000 outlet  out_070101010103   9949.941       3.843332      4.9993564E-06  1.2227159E-05  2.4862982E-06  6.6282595E-08  0.0000000E+00  2.4016979E-05  2.4750492E-05  0.0000000E+00   62.81543      1.6230020E-05  1.6230020E-05  1.6230020E-05  1.6230020E-05  1.6230020E-05  0.0000000E+00  -3.853750    
           5           1           5        2000 outlet  out_070101010103   8802.876       2.849594      5.0026965E-06  1.2227160E-05  2.4829583E-06  6.6282595E-08  0.0000000E+00  2.4017014E-05  2.4750505E-05  0.0000000E+00   48.17592      2.1049209E-05  2.1049209E-05  2.1049209E-05  2.1049209E-05  2.1049209E-05  0.0000000E+00  -6.966249    
           6           1           6        2000 outlet  out_070101010103   7593.854       2.047290      5.0049375E-06  1.2227160E-05  2.4807173E-06  6.6282595E-08  0.0000000E+00  2.4017014E-05  2.4750498E-05  0.0000000E+00   37.76579      2.5186120E-05  2.5186120E-05  2.5186120E-05  2.5186120E-05  2.5186120E-05  0.0000000E+00  -2.582500    
           7           1           7        2000 outlet  out_070101010103   6451.357       1.441730      5.0068852E-06  1.2227160E-05  2.4787694E-06  6.6282595E-08  0.0000000E+00  2.4017019E-05  2.4750505E-05  0.0000000E+00   29.55725      2.8530096E-05  2.8530096E-05  2.8530096E-05  2.8530096E-05  2.8530096E-05  0.0000000E+00  -8.972500    
           8           1           8        2000 outlet  out_070101010103   5471.586       1.002683      5.0070325E-06  1.2227160E-05  2.4786225E-06  6.6282595E-08  0.0000000E+00  2.4017012E-05  2.4750498E-05  0.0000000E+00   24.04666      3.1050204E-05  3.1050204E-05  3.1050204E-05  3.1050204E-05  3.1050204E-05  0.0000000E+00  -4.367500    
           9           1           9        2000 outlet  out_070101010103   4650.789      0.6927873      5.0070325E-06  1.2227160E-05  2.4786225E-06  6.6282595E-08  0.0000000E+00  2.8202840E-05  2.8524128E-05  0.0000000E+00   19.46152      3.2782737E-05  3.2782737E-05  3.2782737E-05  3.2782737E-05  3.2782737E-05  0.0000000E+00   2.131250    
          10           1          10        2000 outlet  out_070101010103   3984.664      0.4782599      5.0070325E-06  1.2227160E-05  2.4786225E-06  6.6282595E-08  0.0000000E+00  2.8900731E-05  2.9386994E-05  0.0000000E+00   16.52136      3.3613003E-05  3.3613003E-05  3.3613003E-05  3.3613003E-05  3.3613003E-05  0.0000000E+00   2.570000    
          11           1          11        2000 outlet  out_070101010103   3454.840      0.3304276      5.0070325E-06  1.2227160E-05  2.4786225E-06  6.6282595E-08  0.0000000E+00  2.5304449E-05  2.5171135E-05  0.0000000E+00   15.08717      3.3171040E-05  3.3171040E-05  3.3171040E-05  3.3171040E-05  3.3171040E-05  0.0000000E+00  -2.762500    
          12           1          12        2000 outlet  out_070101010103   3047.301      0.2293716      5.0070325E-06  1.2227160E-05  2.4786225E-06  6.6282595E-08  0.0000000E+00  2.5304449E-05  2.5171137E-05  0.0000000E+00   13.58002      3.1483643E-05  3.1483643E-05  3.1483643E-05  3.1483643E-05  3.1483643E-05  0.0000000E+00  -10.76125    
          13           1          13        2000 outlet  out_070101010103   2989.238      0.1604630      5.0070325E-06  1.2227160E-05  2.4786225E-06  6.6282595E-08  0.0000000E+00  2.4017016E-05  2.4750501E-05  0.0000000E+00   12.53661      2.8699616E-05  2.8699616E-05  2.8699616E-05  2.8699616E-05  2.8699616E-05  0.0000000E+00  -8.728750    
