        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 chandeg m_2_554            5237.807       4.177094      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  0.0000000E+00  0.0000000E+00   13.36475      3.2724133E-06  3.2724133E-06  3.2724133E-06  3.2724133E-06  3.2724133E-06  0.0000000E+00  -1.405000    
           2           1           2        2000 chandeg m_2_554            2887.238       2.318459      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375209E-06  0.0000000E+00  0.3888344      5.1881193E-06  5.1881193E-06  5.1881193E-06  5.1881193E-06  5.1881193E-06  0.0000000E+00  -1.375000    
           3           1           3        2000 chandeg m_2_554            1587.026       1.266524      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375202E-06  0.0000000E+00  0.2040012      6.2449576E-06  6.2449576E-06  6.2449576E-06  6.2449576E-06  6.2449576E-06  0.0000000E+00 -0.8424997    
           4           1           4        2000 chandeg m_2_554            949.0441      0.6897686      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225499E-06  3.0375211E-06  0.0000000E+00  0.0000000E+00  6.8175750E-06  6.8175750E-06  6.8175750E-06  6.8175750E-06  6.8175750E-06  0.0000000E+00  -4.498750    
           5           1           5        2000 chandeg m_2_554            511.7907      0.3752742      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375202E-06  0.0000000E+00  3.9543258E-03  7.1293866E-06  7.1293866E-06  7.1293866E-06  7.1293866E-06  7.1293866E-06  0.0000000E+00  -7.570000    
           6           1           6        2000 chandeg m_2_554            397.7607      0.2039409      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  0.0000000E+00  7.2516591E-06  7.2516591E-06  7.2516591E-06  7.2516591E-06  7.2516591E-06  0.0000000E+00  -2.807500    
           7           1           7        2000 chandeg m_2_554            209.9938      0.1107593      1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375193E-06  0.0000000E+00  4.9874433E-03  7.3559877E-06  7.3559877E-06  7.3559877E-06  7.3559877E-06  7.3559877E-06  0.0000000E+00  -8.890000    
           8           1           8        2000 chandeg m_2_554            113.4694      6.0002051E-02  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225499E-06  3.0375204E-06  0.0000000E+00  2.7275289E-04  7.3679153E-06  7.3679153E-06  7.3679153E-06  7.3679153E-06  7.3679153E-06  0.0000000E+00  -5.177500    
           9           1           9        2000 chandeg m_2_554            56.53145      3.2358214E-02  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  1.0692405E-05  3.3675192E-06  0.0000000E+00  4.9978233E-05  7.2458201E-06  7.2458201E-06  7.2458201E-06  7.2458201E-06  7.2458201E-06  0.0000000E+00   1.250000    
          10           1          10        2000 chandeg m_2_554            17.03192      1.7276719E-02  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  1.2076660E-05  3.9841343E-06  0.0000000E+00  4.7326968E-05  7.1411059E-06  7.1411059E-06  7.1411059E-06  7.1411059E-06  7.1411059E-06  0.0000000E+00   3.128750    
          11           1          11        2000 chandeg m_2_554           5.9046266E-03  8.7960558E-03  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  6.9081466E-06  6.9081466E-06  6.9081466E-06  6.9081466E-06  6.9081466E-06  0.0000000E+00  -2.676250    
          12           1          12        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -10.87375    
          13           1          13        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -9.295000    
          14           1          14        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -7.802500    
          15           1          15        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -2.417500    
          16           1          16        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -5.762500    
          17           1          17        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -7.761250    
          18           1          18        2000 chandeg m_2_554           5.9046266E-03  3.2724137E-09  1.6273109E-06  4.8819320E-06  1.0853075E-06  5.4330411E-07  0.0000000E+00  9.9225508E-06  3.0375199E-06  0.0000000E+00  5.1538904E-05  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  3.2724136E-06  0.0000000E+00  -2.177500    
