        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010906   54179.99      0.3603145      4.9790625E-08  1.4937186E-07   135.9906      1.5872841E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   178.8649      6.0443648E-07  6.0443648E-07  6.0443648E-07  6.0443648E-07  6.0443648E-07  0.0000000E+00 -0.7037502    
           2           1           2        2000 outlet  out_070101010906   112391.9      2.4485895E-03  5.0560448E-08  1.5168133E-07   201.2058      1.6607187E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   295.5618      8.8550627E-07  8.8550627E-07  8.8550627E-07  8.8550627E-07  8.8550627E-07  0.0000000E+00  0.1475001    
           3           1           3        2000 outlet  out_070101010906   120487.5      3.4270396E-11  5.1470213E-08  1.5441063E-07   236.1290      1.7402350E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   336.4320      7.7513062E-07  7.7513062E-07  7.7513062E-07  7.7513062E-07  7.7513062E-07  0.0000000E+00  -1.045000    
           4           1           4        2000 outlet  out_070101010906   126398.9      3.4270392E-11  5.2225019E-08  1.5667504E-07   253.3936      1.8262526E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   358.2432      7.5502442E-07  7.5502442E-07  7.5502442E-07  7.5502442E-07  7.5502442E-07  0.0000000E+00  -2.657500    
           5           1           5        2000 outlet  out_070101010906   128963.6      3.4270396E-11  5.2827321E-08  1.5848194E-07   258.5022      1.9094097E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   365.5307      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -7.224999    
           6           1           6        2000 outlet  out_070101010906   128492.8      3.4270396E-11  5.3328563E-08  1.5998567E-07   257.4832      1.9877528E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   364.1648      7.5502436E-07  7.5502436E-07  7.5502436E-07  7.5502436E-07  7.5502436E-07  0.0000000E+00  -1.502500    
           7           1           7        2000 outlet  out_070101010906   127136.9      3.4270396E-11  5.3798953E-08  1.6139683E-07   254.8349      2.0635248E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   360.3495      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -7.888750    
           8           1           8        2000 outlet  out_070101010906   125834.7      3.4270396E-11  5.4270835E-08  1.6281251E-07   252.2318      2.1387230E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   356.6557      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -6.388750    
           9           1           9        2000 outlet  out_070101010906   124598.0      3.4270396E-11  5.4746724E-08  1.6424016E-07   249.7558      2.2135585E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   352.1875      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  0.4287500    
          10           1          10        2000 outlet  out_070101010906   123422.1      3.4270396E-11  5.5224088E-08  1.6567225E-07   247.3336      2.2880074E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   343.3621      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00   2.483750    
          11           1          11        2000 outlet  out_070101010906   122113.8      3.4270396E-11  5.5698937E-08  1.6709680E-07   244.7735      2.3613526E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   346.1017      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -1.401250    
          12           1          12        2000 outlet  out_070101010906   120787.2      3.4270396E-11  5.6171125E-08  1.6851337E-07   242.1170      2.4336106E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   342.3391      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -9.430000    
          13           1          13        2000 outlet  out_070101010906   119474.1      3.4270396E-11  5.6644271E-08  1.6993280E-07   239.4888      2.5051349E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   338.6148      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -8.391250    
          14           1          14        2000 outlet  out_070101010906   118194.7      3.4270396E-11  5.7119959E-08  1.7135987E-07   236.9280      2.5760849E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   334.9859      7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  7.5502447E-07  0.0000000E+00  -6.268749    
