        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 chandeg m_3_151            11372.81       6.966461      1.8185568E-06  5.4556695E-06   261.1606      1.1551626E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   495.6038      2.1715418E-06  2.1715418E-06  2.1715418E-06  2.1715418E-06  2.1715418E-06  0.0000000E+00 -0.3362503    
           2           1           2        2000 chandeg m_3_151            20279.49       5.311479      1.7962290E-06  5.3886861E-06   369.9725      1.6229471E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   939.5969      5.1318466E-06  5.1318466E-06  5.1318466E-06  5.1318466E-06  5.1318466E-06  0.0000000E+00  -1.011250    
           3           1           3        2000 chandeg m_3_151            39622.08       3.947353      1.6149943E-06  4.8449824E-06   417.1100      2.3839532E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1566.793      9.2150085E-06  9.2150085E-06  9.2150085E-06  9.2150085E-06  9.2150085E-06  0.0000000E+00 -0.5874996    
           4           1           4        2000 chandeg m_3_151            75086.84       2.912928      7.8497334E-07  2.3549196E-06   433.4008      3.5020812E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2344.183      1.4778451E-05  1.4778451E-05  1.4778451E-05  1.4778451E-05  1.4778451E-05  0.0000000E+00  -4.322500    
           5           1           5        2000 chandeg m_3_151            132250.6       2.172728      7.3258360E-07  2.1977505E-06   436.7725      3.7625894E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   3180.747      2.2140659E-05  2.2140659E-05  2.2140659E-05  2.2140659E-05  2.2140659E-05  0.0000000E+00  -6.775001    
           6           1           6        2000 chandeg m_3_151            195915.9       1.640439      7.2030383E-07  2.1609112E-06   437.5637      3.8032422E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   3496.179      2.9467021E-05  2.9467021E-05  2.9467021E-05  2.9467021E-05  2.9467021E-05  0.0000000E+00  -2.691250    
           7           1           7        2000 chandeg m_3_151            239722.1       1.217913      7.2908273E-07  2.1872477E-06   436.1556      3.7263612E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   3256.919      3.4199962E-05  3.4199962E-05  3.4199962E-05  3.4199962E-05  3.4199962E-05  0.0000000E+00  -8.541250    
           8           1           8        2000 chandeg m_3_151            245315.4      0.8483616      7.4582840E-07  2.2374850E-06   433.1792      3.6385718E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2799.096      3.4441713E-05  3.4441713E-05  3.4441713E-05  3.4441713E-05  3.4441713E-05  0.0000000E+00  -4.247499    
           9           1           9        2000 chandeg m_3_151            226172.1      0.5406678      7.5269747E-07  2.2580921E-06   429.3307      3.5917587E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2486.923      3.1648851E-05  3.1648851E-05  3.1648851E-05  3.1648851E-05  3.1648851E-05  0.0000000E+00   2.026250    
          10           1          10        2000 chandeg m_3_151            209610.2      0.3306816      7.5041351E-07  2.2512402E-06   425.0704      3.5695164E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2506.231      2.9172856E-05  2.9172856E-05  2.9172856E-05  2.9172856E-05  2.9172856E-05  0.0000000E+00   2.735000    
          11           1          11        2000 chandeg m_3_151            206315.2      0.2064536      7.4618362E-07  2.2385505E-06   420.7467      3.5526693E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2771.261      2.8460612E-05  2.8460612E-05  2.8460612E-05  2.8460612E-05  2.8460612E-05  0.0000000E+00  -2.657500    
          12           1          12        2000 chandeg m_3_151            210327.4      0.1330978      7.4475020E-07  2.2342501E-06   416.2919      3.5218907E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2800.591      2.8912264E-05  2.8912264E-05  2.8912264E-05  2.8912264E-05  2.8912264E-05  0.0000000E+00  -10.23625    
          13           1          13        2000 chandeg m_3_151            213159.7      8.6911343E-02  7.4653627E-07  2.2396084E-06   411.8245      3.4799316E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2744.307      2.9364977E-05  2.9364977E-05  2.9364977E-05  2.9364977E-05  2.9364977E-05  0.0000000E+00  -8.503750    
          14           1          14        2000 chandeg m_3_151            211339.5      5.6485720E-02  7.4954920E-07  2.2486470E-06   407.3829      3.4096920E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2657.516      2.9335883E-05  2.9335883E-05  2.9335883E-05  2.9335883E-05  2.9335883E-05  0.0000000E+00  -7.258751    
          15           1          15        2000 chandeg m_3_151            206609.0      3.6390785E-02  7.5148927E-07  2.2544675E-06   402.9834      3.3641172E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2597.637      2.8974482E-05  2.8974482E-05  2.8974482E-05  2.8974482E-05  2.8974482E-05  0.0000000E+00  -2.106250    
          16           1          16        2000 chandeg m_3_151            202034.7      2.3381956E-02  7.5231554E-07  2.2569461E-06   398.6065      3.3205035E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2569.398      2.8634042E-05  2.8634042E-05  2.8634042E-05  2.8634042E-05  2.8634042E-05  0.0000000E+00  -6.111250    
          17           1          17        2000 chandeg m_3_151            199039.3      1.5081909E-02  7.5270685E-07  2.2581203E-06   394.2825      3.2772471E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2553.921      2.8492441E-05  2.8492441E-05  2.8492441E-05  2.8492441E-05  2.8492441E-05  0.0000000E+00  -7.090000    
          18           1          18        2000 chandeg m_3_151            197234.7      9.7835492E-03  7.5325386E-07  2.2597612E-06   390.0246      3.2321254E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2534.707      2.8510087E-05  2.8510087E-05  2.8510087E-05  2.8510087E-05  2.8510087E-05  0.0000000E+00  -2.230000    
          19           1          19        2000 chandeg m_3_151            195802.4      6.3712751E-03  7.5400084E-07  2.2620022E-06   387.3309      3.1960826E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2510.555      2.8571552E-05  2.8571552E-05  2.8571552E-05  2.8571552E-05  2.8571552E-05  0.0000000E+00  -4.742500    
          20           1          20        2000 chandeg m_3_151            194045.3      4.1568084E-03  7.5507239E-07  2.2652168E-06   383.3877      3.1428870E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2478.332      2.8673216E-05  2.8673216E-05  2.8673216E-05  2.8673216E-05  2.8673216E-05  0.0000000E+00  -10.07125    
          21           1          21        2000 chandeg m_3_151            191845.7      2.7136635E-03  7.5616430E-07  2.2684924E-06   379.2017      3.0898825E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2445.482      2.8729295E-05  2.8729295E-05  2.8729295E-05  2.8729295E-05  2.8729295E-05  0.0000000E+00  -12.56500    
          22           1          22        2000 chandeg m_3_151            189456.7      1.7727430E-03  7.5714763E-07  2.2714426E-06   375.0377      3.0370193E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2415.733      2.8716313E-05  2.8716313E-05  2.8716313E-05  2.8716313E-05  2.8716313E-05  0.0000000E+00  -11.23000    
          23           1          23        2000 chandeg m_3_151            187270.8      1.1596251E-03  7.5790973E-07  2.2737288E-06   370.9898      2.9873090E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2392.363      2.8730381E-05  2.8730381E-05  2.8730381E-05  2.8730381E-05  2.8730381E-05  0.0000000E+00  -6.351250    
          24           1          24        2000 chandeg m_3_151            185229.9      7.6007959E-04  7.5880632E-07  2.2764184E-06   366.9047      2.9255775E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2366.334      2.8813316E-05  2.8813316E-05  2.8813316E-05  2.8813316E-05  2.8813316E-05  0.0000000E+00  -8.383751    
          25           1          25        2000 chandeg m_3_151            183202.1      4.9907522E-04  7.5975288E-07  2.2792581E-06   362.8502      2.8648831E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2338.405      2.8873910E-05  2.8873910E-05  2.8873910E-05  2.8873910E-05  2.8873910E-05  0.0000000E+00  -4.371250    
          26           1          26        2000 chandeg m_3_151            181080.2      3.2817866E-04  7.6074912E-07  2.2822469E-06   358.8381      2.8023630E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2309.685      2.8818782E-05  2.8818782E-05  2.8818782E-05  2.8818782E-05  2.8818782E-05  0.0000000E+00  -8.710001    
          27           1          27        2000 chandeg m_3_151            178960.5      2.1608295E-04  7.6168737E-07  2.2850618E-06   354.9023      2.7392314E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2283.008      2.8671346E-05  2.8671346E-05  2.8671346E-05  2.8671346E-05  2.8671346E-05  0.0000000E+00  -7.097501    
          28           1          28        2000 chandeg m_3_151            176945.5      1.4248780E-04  7.6256231E-07  2.2876866E-06   351.0265      2.6743987E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2258.438      2.8501050E-05  2.8501050E-05  2.8501050E-05  2.8501050E-05  2.8501050E-05  0.0000000E+00  -3.441250    
          29           1          29        2000 chandeg m_3_151            175046.7      9.4110190E-05  7.6342849E-07  2.2902852E-06   347.1909      2.6069056E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2234.457      2.8351331E-05  2.8351331E-05  2.8351331E-05  2.8351331E-05  2.8351331E-05  0.0000000E+00  -2.297501    
          30           1          30        2000 chandeg m_3_151            173205.1      6.2254061E-05  7.6432559E-07  2.2929762E-06   343.3948      2.5369759E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2210.007      2.8232460E-05  2.8232460E-05  2.8232460E-05  2.8232460E-05  2.8232460E-05  0.0000000E+00  -3.790000    
          31           1          31        2000 chandeg m_3_151            171373.2      4.1238010E-05  7.6524572E-07  2.2957365E-06   339.6536      2.4653389E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2185.367      2.8140166E-05  2.8140166E-05  2.8140166E-05  2.8140166E-05  2.8140166E-05  0.0000000E+00  -3.651250    
          32           2           1        2000 chandeg m_3_151            169538.5      2.7351321E-05  7.6593108E-07  2.2977929E-06   335.8321      2.4182316E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2160.956      2.8070737E-05  2.8070737E-05  2.8070737E-05  2.8070737E-05  2.8070737E-05  0.0000000E+00 -0.9812498    
          33           2           2        2000 chandeg m_3_151            167713.3      1.8163357E-05  7.6659990E-07  2.2997992E-06   332.1770      2.3707760E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   2136.944      2.8021470E-05  2.8021470E-05  2.8021470E-05  2.8021470E-05  2.8021470E-05  0.0000000E+00 -6.6249847E-02
          34           2           3        2000 chandeg m_3_151            166269.8      1.2076903E-05  0.1418330      2.4321403E-02   332.3498      0.0000000E+00   66.61546      0.8350171       1.728048      9.0744652E-06   1951.508      2.7610746E-05  1.1405990E-02  2.7610746E-05  2.7610746E-05  2.7610746E-05  0.0000000E+00   3.860000    
          35           2           4        2000 chandeg m_3_151            165024.2      8.0438904E-06  2.1667790E-02  4.0443987E-03   325.7831      0.0000000E+00   69.61208      0.1019436      0.1995891      1.8014289E-10   2098.822      2.7632314E-05  2.2243185E-02  2.7632314E-05  2.7632314E-05  2.7632314E-05  0.0000000E+00  0.2937498    
          36           2           5        2000 chandeg m_3_151            163685.5      5.3642643E-06  3.6329543E-03  7.4064685E-04   321.9095      0.0000000E+00   64.64912      1.4167621E-02  2.8297290E-02  8.6931556E-12   2084.269      2.7841070E-05  2.6265800E-02  2.7841070E-05  2.7841070E-05  2.7841070E-05  0.0000000E+00 -0.6700001    
          37           2           6        2000 chandeg m_3_151            161900.7      3.5798600E-06  7.0418260E-04  1.4688297E-04   318.3116      0.0000000E+00   61.35961      3.1490778E-03  7.0213894E-03  8.1039495E-11   2052.997      2.8108665E-05  2.4563614E-02  2.8108665E-05  2.8108665E-05  2.8108665E-05  0.0000000E+00  -2.991250    
          38           2           7        2000 chandeg m_3_151            159751.2      2.3898103E-06  1.9545705E-04  3.4595127E-05   314.8028      0.0000000E+00   1.208098      1.7371884E-03  4.3135425E-03  7.0724267E-11   2023.007      2.8298324E-05  2.0184675E-02  2.8298324E-05  2.8298324E-05  2.8298324E-05  0.0000000E+00  -1.862500    
          39           2           8        2000 chandeg m_3_151            157577.0      1.5965555E-06  1.0326840E-04  1.2894195E-05   311.3500      0.0000000E+00   1.196317      1.5438932E-03  3.9410996E-03  1.2273492E-09   1998.402      2.8356571E-05  1.5370060E-02  2.8356571E-05  2.8356571E-05  2.8356571E-05  0.0000000E+00  -3.598749    
          40           2           9        2000 chandeg m_3_151            155737.6      1.9221791E-03  0.1173193      1.8796077E-02   312.5441      0.0000000E+00   56.05642      0.6861816       1.439356      4.8205487E-07   1834.829      2.7973720E-05  1.8455228E-02  2.7973720E-05  2.7973720E-05  2.7973720E-05  0.0000000E+00   3.466250    
          41           2          10        2000 chandeg m_3_151            154263.2      1.2881400E-03  1.7974051E-02  3.1751965E-03   305.2919      0.0000000E+00   68.07865      8.6128540E-02  0.1725193      1.0504739E-09   1966.280      2.7927124E-05  2.2547247E-02  2.7927124E-05  2.7927124E-05  2.7927124E-05  0.0000000E+00  -2.233750    
          42           2          11        2000 chandeg m_3_151            152872.8      8.6467562E-04  3.1003640E-03  5.8275764E-04   301.5831      0.0000000E+00   59.20419      1.4515885E-02  3.1037627E-02  6.0455509E-11   1944.562      2.8048677E-05  2.3244139E-02  2.8048677E-05  2.8048677E-05  2.8048677E-05  0.0000000E+00  -7.851250    
          43           2          12        2000 chandeg m_3_151            151439.4      5.8103260E-04  7.2644342E-04  1.2113612E-04   298.3531      0.0000000E+00   57.82390      5.4548481E-03  1.3253840E-02  5.5978588E-10   1923.745      2.8241733E-05  2.0753732E-02  2.8241733E-05  2.8241733E-05  2.8241733E-05  0.0000000E+00  -7.892500    
          44           2          13        2000 chandeg m_3_151            149815.7      3.9075766E-04  3.3032772E-04  3.6174399E-05   295.1176      0.0000000E+00   1.578535      4.2675566E-03  1.0926011E-02  1.2358106E-10   1899.378      2.8454197E-05  1.6804846E-02  2.8454197E-05  2.8454197E-05  2.8454197E-05  0.0000000E+00  -7.011250    
          45           2          14        2000 chandeg m_3_151            148247.2      2.6296708E-04  2.6129157E-04  2.0006191E-05   292.0078      0.0000000E+00  6.8792258E-03  4.0844283E-03  1.0558286E-02  0.0000000E+00   1881.149      2.8629260E-05  1.2763477E-02  2.8629260E-05  2.8629260E-05  2.8629260E-05  0.0000000E+00  -7.337500    
          46           2          15        2000 chandeg m_3_151            146791.5      1.7716222E-04  2.5022434E-04  1.6938309E-05   288.9660      0.0000000E+00  6.6278372E-03  4.0309583E-03  1.0438550E-02  0.0000000E+00   1863.741      2.8792123E-05  9.3046548E-03  2.8792123E-05  2.8792123E-05  2.8792123E-05  0.0000000E+00  -3.910000    
          47           2          16        2000 chandeg m_3_151            145660.4      1.1949009E-04  2.4742470E-04  1.6346534E-05   286.2398      0.0000000E+00  6.4734472E-03  3.9978623E-03  1.0360537E-02  0.0000000E+00   1854.874      2.8946630E-05  6.6078547E-03  2.8946630E-05  2.8946630E-05  2.8946630E-05  0.0000000E+00  -6.692500    
          48           2          17        2000 chandeg m_3_151            144548.2      8.0699378E-05  2.4916849E-04  1.6406873E-05   283.3098      0.0000000E+00  6.2352242E-03  3.9654500E-03  1.0281871E-02  0.0000000E+00   1837.912      2.9108107E-05  4.6177143E-03  2.9108107E-05  2.9108107E-05  2.9108107E-05  0.0000000E+00  -7.461250    
          49           2          18        2000 chandeg m_3_151            143294.4      5.4541288E-05  2.5223038E-04  1.6552958E-05   280.1371      0.0000000E+00  5.9569580E-03  3.9308234E-03  1.0196413E-02  0.0000000E+00   1816.133      2.9236429E-05  3.1945216E-03  2.9236429E-05  2.9236429E-05  2.9236429E-05  0.0000000E+00  -2.147501    
          50           2          19        2000 chandeg m_3_151            141702.1      3.6880963E-05  2.5750429E-04  1.6829927E-05   276.9203      0.0000000E+00  5.6496309E-03  3.8962471E-03  1.0110249E-02  0.0000000E+00   1788.927      2.9306957E-05  2.1973723E-03  2.9306957E-05  2.9306957E-05  2.9306957E-05  0.0000000E+00  -2.653750    
          51           2          20        2000 chandeg m_3_151            139845.9      2.4947636E-05  2.6310136E-04  1.7127537E-05   273.7935      0.0000000E+00  5.3630224E-03  3.8629058E-03  1.0027111E-02  0.0000000E+00   1762.233      2.9272649E-05  1.5076592E-03  2.9272649E-05  2.9272649E-05  2.9272649E-05  0.0000000E+00  -3.115000    
          52           2          21        2000 chandeg m_3_151            137931.1      1.6886510E-05  2.6776679E-04  1.7373279E-05   270.7805      0.0000000E+00  4.4430709E-03  3.8194039E-03  1.0022526E-02  0.0000000E+00   1692.597      2.9131759E-05  1.0348340E-03  2.9131759E-05  2.9131759E-05  2.9131759E-05  0.0000000E+00   1.287500    
          53           2          22        2000 chandeg m_3_151            136645.8      0.1087288       1.902652      0.3399066       273.8444      0.0000000E+00   59.93533       5.733119       11.77164      3.6450848E-07   1572.145      2.8639080E-05  6.5302677E-02  2.8639080E-05  2.8639080E-05  2.8639080E-05  0.0000000E+00   3.957500    
          54           2          23        2000 chandeg m_3_151            135995.9      7.3816590E-02  0.1974000      3.1667255E-02   266.8427      0.0000000E+00   48.67256      0.7589257       1.653349      4.7027111E-11   1455.414      2.8546920E-05  0.1202826      2.8546920E-05  2.8546920E-05  2.8546920E-05  0.0000000E+00   8.247499    
          55           2          24        2000 chandeg m_3_151            135364.0      5.0194081E-02  2.9629650E-02  5.2289041E-03   263.1806      0.0000000E+00   46.48221      0.1099576      0.2461141      3.3169842E-10   1449.452      2.8623035E-05  0.1480656      2.8623035E-05  2.8623035E-05  2.8623035E-05  0.0000000E+00   8.011250    
          56           2          25        2000 chandeg m_3_151            134084.2      3.4394190E-02  8.9096949E-03  1.8378290E-03   260.0377      0.0000000E+00   32.64615      3.0168531E-02  7.3376291E-02  1.5684518E-09   1434.149      2.8723085E-05  0.1471662      2.8723085E-05  2.8723085E-05  2.8723085E-05  0.0000000E+00   7.606250    
          57           2          26        2000 chandeg m_3_151            132658.0      3.4161702E-02  0.2291780      3.7173621E-02   259.2183      0.0000000E+00   40.58246      0.7830605       1.726620      2.7825473E-07   1363.377      2.8604789E-05  0.1332736      2.8604789E-05  2.8604789E-05  2.8604789E-05  0.0000000E+00   9.470000    
          58           2          27        2000 chandeg m_3_151            130929.6      2.3242088E-02  3.5826162E-02  6.2906002E-03   254.9443      0.0000000E+00   47.56580      0.1147938      0.2536301      4.0239988E-11   1445.898      2.8652141E-05  0.1138369      2.8652141E-05  2.8652141E-05  2.8652141E-05  0.0000000E+00   6.042500    
          59           2          28        2000 chandeg m_3_151            129225.5      1.5820252E-02  7.5395210E-03  1.2535147E-03   251.6903      0.0000000E+00   35.15930      3.3914130E-02  8.4284551E-02  3.0885589E-13   1439.542      2.8748984E-05  9.2325695E-02  2.8748984E-05  2.8748984E-05  2.8748984E-05  0.0000000E+00   5.626250    
          60           2          29        2000 chandeg m_3_151            127446.7      1.0779807E-02  2.8948588E-03  3.3197808E-04   248.6866      0.0000000E+00   30.36426      2.3220569E-02  6.2899418E-02  1.9139924E-12   1333.228      2.8839528E-05  7.1611069E-02  2.8839528E-05  2.8839528E-05  2.8839528E-05  0.0000000E+00   8.585000    
          61           3           1        2000 chandeg m_3_151            125582.6      7.3519852E-03  2.0747669E-03  1.5062735E-04   245.8091      0.0000000E+00   2.224549      2.2055632E-02  6.0061976E-02  2.7470038E-11   1378.534      2.8869468E-05  5.3596675E-02  2.8869468E-05  2.8869468E-05  2.8869468E-05  0.0000000E+00   6.222500    
          62           3           2        2000 chandeg m_3_151            123800.6      5.0188648E-03  1.9338927E-03  1.1344512E-04   243.0616      0.0000000E+00   2.417847      2.2131059E-02  5.8732707E-02  5.0259830E-10   1494.481      2.8832399E-05  3.9063156E-02  2.8832399E-05  2.8832399E-05  2.8832399E-05  0.0000000E+00   1.902500    
          63           3           3        2000 chandeg m_3_151            122188.7      3.4302387E-03  1.9186570E-03  1.0572244E-04   240.4061      0.0000000E+00  2.2794579E-03  2.1777363E-02  5.8756310E-02  3.9227207E-14   1409.901      2.8759616E-05  2.7942680E-02  2.8759616E-05  2.8759616E-05  2.8759616E-05  0.0000000E+00   4.036250    
