        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010206   8278.391       6.790572      4.0953610E-06  1.2286084E-05  2.1254443E-06  1.5552791E-07  0.0000000E+00  1.6128777E-05  0.0000000E+00  0.0000000E+00   34.90831      3.3742467E-06  3.3742467E-06  3.3742467E-06  3.3742467E-06  3.3742467E-06  0.0000000E+00 -0.3737497    
           2           1           2        2000 outlet  out_070101010206   5974.291       4.811049      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383489E-05  6.0107072E-06  0.0000000E+00  0.9426723      5.8086462E-06  5.8086462E-06  5.8086462E-06  5.8086462E-06  5.8086462E-06  0.0000000E+00 -0.9962502    
           3           1           3        2000 outlet  out_070101010206   4177.906       3.363612      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383489E-05  6.0107068E-06  0.0000000E+00  0.6091368      7.5173893E-06  7.5173893E-06  7.5173893E-06  7.5173893E-06  7.5173893E-06  0.0000000E+00 -0.6849999    
           4           1           4        2000 outlet  out_070101010206   2996.614       2.344827      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383489E-05  6.0107068E-06  0.0000000E+00  0.0000000E+00  8.7101535E-06  8.7101535E-06  8.7101535E-06  8.7101535E-06  8.7101535E-06  0.0000000E+00  -4.187500    
           5           1           5        2000 outlet  out_070101010206   2139.273       1.633025      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383485E-05  6.0107054E-06  0.0000000E+00  0.0000000E+00  9.5408468E-06  9.5408468E-06  9.5408468E-06  9.5408468E-06  9.5408468E-06  0.0000000E+00  -6.801250    
           6           1           6        2000 outlet  out_070101010206   1567.589       1.136641      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383491E-05  6.0107063E-06  0.0000000E+00  0.0000000E+00  1.0118337E-05  1.0118337E-05  1.0118337E-05  1.0118337E-05  1.0118337E-05  0.0000000E+00  -2.736250    
           7           1           7        2000 outlet  out_070101010206   1080.691      0.7907670      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383487E-05  6.0107059E-06  0.0000000E+00  3.9378367E-02  1.0520066E-05  1.0520066E-05  1.0520066E-05  1.0520066E-05  1.0520066E-05  0.0000000E+00  -8.642499    
           8           1           8        2000 outlet  out_070101010206   751.1508      0.5498863      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  1.8383489E-05  6.0107077E-06  0.0000000E+00  2.5567323E-02  1.0711151E-05  1.0711151E-05  1.0711151E-05  1.0711151E-05  1.0711151E-05  0.0000000E+00  -4.386250    
           9           1           9        2000 outlet  out_070101010206   513.3203      0.3822022      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  2.0828242E-05  7.1392005E-06  0.0000000E+00  1.3244379E-02  1.0842702E-05  1.0842702E-05  1.0842702E-05  1.0842702E-05  1.0842702E-05  0.0000000E+00   2.037500    
          10           1          10        2000 outlet  out_070101010206   336.3060      0.2655108      4.0953796E-06  1.2286140E-05  2.1254259E-06  1.5547198E-07  0.0000000E+00  2.1762380E-05  7.5843404E-06  0.0000000E+00  4.1265241E-03  1.0931965E-05  1.0931965E-05  1.0931965E-05  1.0931965E-05  1.0931965E-05  0.0000000E+00   2.720000    
