        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010203   55410.34       4.002950      1.6218005E-06  4.8654006E-06   220.2619      9.9533042E-07  0.0000000E+00  9.9373540E-07  0.0000000E+00  0.0000000E+00   612.8938      4.2672864E-06  4.2672864E-06  4.2672864E-06  4.2672864E-06  4.2672864E-06  0.0000000E+00 -0.1412501    
           2           1           2        2000 outlet  out_070101010203   104571.5      0.7689347      1.3440550E-06  4.0321638E-06   311.8850      1.1626545E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   953.7712      6.7317742E-06  6.7317742E-06  6.7317742E-06  6.7317742E-06  6.7317742E-06  0.0000000E+00 -0.9474998    
           3           1           3        2000 outlet  out_070101010203   151546.1      0.1327123      1.2157282E-06  3.6471838E-06   350.5484      1.3606631E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1200.205      7.9750162E-06  7.9750162E-06  7.9750162E-06  7.9750162E-06  7.9750162E-06  0.0000000E+00 -0.9624997    
           4           1           4        2000 outlet  out_070101010203   182988.4      1.5769163E-02  1.1744663E-06  3.5233979E-06   363.6498      1.4439746E-06  0.0000000E+00  9.9373528E-07  2.5443725E-08  0.0000000E+00   1334.371      8.5012007E-06  8.5012007E-06  8.5012007E-06  8.5012007E-06  8.5012007E-06  0.0000000E+00  -4.375000    
           5           1           5        2000 outlet  out_070101010203   193301.2      9.5514866E-04  1.1223790E-06  3.3671358E-06   366.7266      1.4811121E-06  0.0000000E+00  9.9373528E-07  2.5443736E-08  0.0000000E+00   1383.668      8.5049714E-06  8.5049714E-06  8.5049714E-06  8.5049714E-06  8.5049714E-06  0.0000000E+00  -6.745000    
           6           1           6        2000 outlet  out_070101010203   190631.4      1.7649436E-05  1.1157935E-06  3.3473802E-06   368.2502      1.4907747E-06  0.0000000E+00  9.9373540E-07  2.5443729E-08  0.0000000E+00   1389.163      8.2736688E-06  8.2736688E-06  8.2736688E-06  8.2736688E-06  8.2736688E-06  0.0000000E+00  -2.807500    
           7           1           7        2000 outlet  out_070101010203   185889.1      7.7085083E-08  1.1449856E-06  3.4349562E-06   367.7506      1.4882768E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1379.871      8.1074068E-06  8.1074068E-06  8.1074068E-06  8.1074068E-06  8.1074068E-06  0.0000000E+00  -8.462501    
           8           1           8        2000 outlet  out_070101010203   183672.2      6.1368199E-10  1.1789759E-06  3.5369269E-06   365.6111      1.4838996E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1368.740      8.0691880E-06  8.0691880E-06  8.0691880E-06  8.0691880E-06  8.0691880E-06  0.0000000E+00  -4.543750    
           9           1           9        2000 outlet  out_070101010203   182597.1      8.7865106E-12  1.2153914E-06  3.6461736E-06   362.5163      1.4770222E-06  0.0000000E+00  1.1633260E-06  3.1396169E-08  0.0000000E+00   1316.582      8.0873524E-06  8.0873524E-06  8.0873524E-06  8.0873524E-06  8.0873524E-06  0.0000000E+00   2.326250    
          10           1          10        2000 outlet  out_070101010203   181085.3      1.5184795E-13  1.2551835E-06  3.7655500E-06   358.9688      1.4676416E-06  0.0000000E+00  1.1773004E-06  3.1900381E-08  0.0000000E+00   1300.352      8.0780774E-06  8.0780774E-06  8.0780774E-06  8.0780774E-06  8.0780774E-06  0.0000000E+00   2.495000    
          11           1          11        2000 outlet  out_070101010203   179292.4      2.8382789E-15  1.2905310E-06  3.8715930E-06   355.3227      1.4586736E-06  0.0000000E+00  9.9373540E-07  2.5443697E-08  0.0000000E+00   1329.878      8.0112432E-06  8.0112432E-06  8.0112432E-06  8.0112432E-06  8.0112432E-06  0.0000000E+00  -2.578750    
          12           1          12        2000 outlet  out_070101010203   177201.9      5.8675646E-17  1.3154954E-06  3.9464858E-06   351.5344      1.4485163E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1314.537      7.9948586E-06  7.9948586E-06  7.9948586E-06  7.9948586E-06  7.9948586E-06  0.0000000E+00  -10.01500    
          13           1          13        2000 outlet  out_070101010203   175164.0      1.3506705E-18  1.3405781E-06  4.0217346E-06   347.7224      1.4379818E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1299.813      8.0009750E-06  8.0009750E-06  8.0009750E-06  8.0009750E-06  8.0009750E-06  0.0000000E+00  -8.589999    
          14           1          14        2000 outlet  out_070101010203   173205.7      3.4761658E-20  1.3662039E-06  4.0986110E-06   343.9256      1.4265396E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1285.125      7.9984029E-06  7.9984029E-06  7.9984029E-06  7.9984029E-06  7.9984029E-06  0.0000000E+00  -7.007500    
          15           1          15        2000 outlet  out_070101010203   171263.5      9.8651133E-22  1.3923404E-06  4.1770209E-06   340.1616      1.4142358E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1270.531      7.9647170E-06  7.9647170E-06  7.9647170E-06  7.9647170E-06  7.9647170E-06  0.0000000E+00  -2.177500    
          16           1          16        2000 outlet  out_070101010203   169302.9      3.0486464E-23  1.4190227E-06  4.2570678E-06   336.4214      1.4010060E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1255.968      7.9347492E-06  7.9347492E-06  7.9347492E-06  7.9347492E-06  7.9347492E-06  0.0000000E+00  -6.137501    
          17           1          17        2000 outlet  out_070101010203   167386.9      1.0180143E-24  1.4461006E-06  4.3383016E-06   332.7250      1.3870787E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1241.714      7.9161755E-06  7.9161755E-06  7.9161755E-06  7.9161755E-06  7.9161755E-06  0.0000000E+00  -7.329999    
          18           1          18        2000 outlet  out_070101010203   165516.7      3.6541424E-26  1.4736222E-06  4.4208664E-06   329.0820      1.3724029E-06  0.0000000E+00  9.9373528E-07  2.5443772E-08  0.0000000E+00   1227.685      7.9070651E-06  7.9070651E-06  7.9070651E-06  7.9070651E-06  7.9070651E-06  0.0000000E+00  -2.398750    
          19           1          19        2000 outlet  out_070101010203   163632.7      1.4005683E-27  1.5027749E-06  4.5083243E-06   326.9769      1.3669176E-06  0.0000000E+00  9.9373528E-07  2.5443725E-08  0.0000000E+00   1214.707      7.9029705E-06  7.9029705E-06  7.9029705E-06  7.9029705E-06  7.9029705E-06  0.0000000E+00  -4.558749    
