        jday         mon         day          yr   name        type              flo            sed           orgn           sedp            no3           solp           chla            nh3            no2           cbod            dox            san            sil            cla            sag            lag            grv           null
           1           1           1        2000 outlet  out_070101010505   100648.1      0.3291915      1.0584181E-07  3.1730676E-07   223.3694      2.0399041E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   182.0824      6.9668664E-07  6.9668664E-07  6.9668664E-07  6.9668664E-07  6.9668664E-07  0.0000000E+00  -1.056250    
           2           1           2        2000 outlet  out_070101010505   193327.8      3.7473042E-02  1.0949647E-07  3.2759155E-07   363.7584      2.0241171E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   296.4313      8.5529933E-07  8.5529933E-07  8.5529933E-07  8.5529933E-07  8.5529933E-07  0.0000000E+00  -1.093750    
           3           1           3        2000 outlet  out_070101010505   225522.2      0.0000000E+00  1.1404840E-07  3.4032877E-07   451.0626      2.0121635E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   367.6075      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00 -0.7712498    
           4           1           4        2000 outlet  out_070101010505   252212.5      0.0000000E+00  1.1887730E-07  3.5380990E-07   504.4282      2.0028480E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   411.1318      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -4.187500    
           5           1           5        2000 outlet  out_070101010505   268044.6      0.0000000E+00  1.2367849E-07  3.6713928E-07   536.0977      1.9966154E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   436.9531      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -7.120000    
           6           1           6        2000 outlet  out_070101010505   276963.2      0.0000000E+00  1.2832169E-07  3.8001122E-07   553.9238      1.9919693E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   451.4980      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -2.773750    
           7           1           7        2000 outlet  out_070101010505   281451.3      0.0000000E+00  1.3276414E-07  3.9232091E-07   562.9120      1.9883448E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   458.8196      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -8.844999    
           8           1           8        2000 outlet  out_070101010505   283136.5      0.0000000E+00  1.3700689E-07  4.0407443E-07   566.2803      1.9854492E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   461.5681      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -4.603750    
           9           1           9        2000 outlet  out_070101010505   283039.3      0.0000000E+00  1.4106807E-07  4.1532368E-07   566.0843      1.9830786E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   456.7598      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00   1.628750    
          10           1          10        2000 outlet  out_070101010505   281819.6      0.0000000E+00  1.4497101E-07  4.2613416E-07   563.6401      1.9810874E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   451.0871      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00   2.990000    
          11           1          11        2000 outlet  out_070101010505   279890.3      0.0000000E+00  1.4873751E-07  4.3656692E-07   559.7840      1.9793765E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   456.2736      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -2.680000    
          12           1          12        2000 outlet  out_070101010505   277525.7      0.0000000E+00  1.5238695E-07  4.4667573E-07   555.0541      1.9778734E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   452.4170      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -10.48750    
          13           1          13        2000 outlet  out_070101010505   274896.2      0.0000000E+00  1.5593487E-07  4.5650381E-07   549.7943      1.9765299E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   448.1283      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -8.721251    
          14           1          14        2000 outlet  out_070101010505   272110.2      0.0000000E+00  1.5939318E-07  4.6608417E-07   544.2217      1.9753119E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   443.5845      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -7.438749    
          15           1          15        2000 outlet  out_070101010505   269236.9      0.0000000E+00  1.6277083E-07  4.7544168E-07   538.4746      1.9741965E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   438.8982      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -2.158750    
          16           1          16        2000 outlet  out_070101010505   266319.6      0.0000000E+00  1.6607434E-07  4.8459447E-07   532.6397      1.9731684E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   434.1404      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -5.657500    
          17           1          17        2000 outlet  out_070101010505   263387.0      0.0000000E+00  1.6930892E-07  4.9355668E-07   526.7742      1.9722148E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   429.3576      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -7.183749    
          18           1          18        2000 outlet  out_070101010505   260457.0      0.0000000E+00  1.7247829E-07  5.0233893E-07   520.9141      1.9713286E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   424.5791      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -2.155000    
          19           1          19        2000 outlet  out_070101010505   257540.1      0.0000000E+00  1.7558499E-07  5.1094798E-07   515.0801      1.9705040E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   419.8218      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -4.960000    
          20           1          20        2000 outlet  out_070101010505   254643.8      0.0000000E+00  1.7863130E-07  5.1939014E-07   509.2875      1.9697359E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   415.0985      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -10.42750    
          21           1          21        2000 outlet  out_070101010505   251773.0      0.0000000E+00  1.8161893E-07  5.2767018E-07   503.5457      1.9690212E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   410.4165      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -12.49375    
          22           1          22        2000 outlet  out_070101010505   248933.2      0.0000000E+00  1.8454975E-07  5.3579333E-07   497.8622      1.9683553E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   405.7849      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -11.35750    
          23           1          23        2000 outlet  out_070101010505   246132.6      0.0000000E+00  1.8742671E-07  5.4376767E-07   492.2477      1.9677334E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   401.2163      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -6.542500    
          24           1          24        2000 outlet  out_070101010505   243343.3      0.0000000E+00  1.9024579E-07  5.5158193E-07   486.6848      1.9671653E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   396.6692      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -8.904999    
          25           1          25        2000 outlet  out_070101010505   240589.7      0.0000000E+00  1.9300887E-07  5.5924153E-07   481.1773      1.9666408E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   392.1787      7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  7.7599299E-07  0.0000000E+00  -4.502501    
